Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR,Age_Group,Income_Band,High_CTR_Low_Conversion,High_CTR_High_Conversion
26,Male,74958.0,Urban,Native,Technology,Website,5,2023-10-19 20:45:56.922468,0.618,0.0619,25–34,Upper-Middle,0,1
40,Female,48972.67,Urban,Banner,Health,Website,2,2023-10-28 20:45:56.922468,0.1985,0.0377,35–44,Middle,0,0
61,Male,28294.63,Urban,Text,Health,Website,3,2023-12-01 20:45:56.922468,0.0476,0.0254,55–64,Low,0,0
22,Female,100127.0,Urban,Banner,Travel,Search Engine,4,2024-03-02 20:45:56.922468,0.0771,0.0512,18–24,High,1,0
35,Male,79407.97,Suburban,Video,Health,Website,7,2023-08-22 20:45:56.922468,0.1223,0.0638,35–44,Upper-Middle,1,0
31,Female,42999.54,Urban,Banner,Food,Website,4,2023-10-11 20:45:56.922468,0.3925,0.0498,25–34,Middle,0,0
20,Female,63349.92,Suburban,Text,Travel,Website,3,2024-04-08 20:45:56.922468,0.1248,0.0553,18–24,Upper-Middle,1,0
16,Female,54464.62,Urban,Native,Technology,Social Media,4,2024-04-18 20:45:56.922468,0.3282,0.0376,18–24,Middle,0,0
13,Male,64860.16,Suburban,Native,Technology,Website,2,2024-02-09 20:45:56.922468,0.1963,0.054,18–24,Upper-Middle,0,1
0,Male,79478.43,Rural,Text,Fashion,Search Engine,4,2023-09-10 20:45:56.922468,0.3457,0.0721,,Upper-Middle,0,1
23,Female,44388.91,Urban,Text,Travel,Website,6,2023-12-13 20:45:56.922468,0.517,0.0398,18–24,Middle,0,0
32,Female,51918.67,Suburban,Native,Health,Social Media,11,2024-02-25 20:45:56.922468,0.153,0.0988,25–34,Middle,1,0
34,Male,24704.0,Rural,Native,Finance,Search Engine,4,2023-07-11 20:45:56.922468,0.0626,0.0471,25–34,Low,0,0
16,Female,33082.77,Rural,Banner,Health,Search Engine,3,2024-03-25 20:45:56.922468,0.2203,0.0591,18–24,Middle,0,1
41,Male,62243.2,Rural,Text,Finance,Website,4,2023-06-09 20:45:56.922468,0.2575,0.041,35–44,Upper-Middle,0,0
56,Male,57308.36,Suburban,Banner,Technology,Search Engine,7,2023-06-15 20:45:56.922468,0.1973,0.0614,55–64,Middle,0,1
25,Male,39260.38,Urban,Video,Finance,Website,7,2023-05-01 20:45:56.922468,0.2192,0.0316,25–34,Middle,0,0
36,Other,41217.23,Urban,Native,Finance,Social Media,11,2024-02-04 20:45:56.922468,0.4113,0.0444,35–44,Middle,0,0
45,Male,7107.62,Urban,Text,Health,Search Engine,4,2024-02-11 20:45:56.922468,0.1074,0.0666,45–54,Low,1,0
62,Male,67162.87,Suburban,Native,Food,Search Engine,10,2023-05-02 20:45:56.922468,0.2035,0.0884,55–64,Upper-Middle,0,1
58,Male,76662.4,Urban,Video,Health,Search Engine,6,2023-10-15 20:45:56.922468,0.1615,0.0248,55–64,Upper-Middle,0,0
36,Other,50607.69,Urban,Native,Food,Social Media,4,2023-10-23 20:45:56.922468,0.0518,0.0627,35–44,Middle,1,0
24,Female,62182.44,Urban,Banner,Technology,Website,7,2024-02-01 20:45:56.922468,0.1604,0.0593,18–24,Upper-Middle,1,0
44,Male,72257.85,Rural,Video,Food,Search Engine,5,2023-07-10 20:45:56.922468,0.2598,0.0469,35–44,Upper-Middle,0,0
42,Female,36608.7,Suburban,Native,Fashion,Search Engine,5,2024-01-24 20:45:56.922468,0.1434,0.0793,35–44,Middle,1,0
19,Female,44579.46,Urban,Video,Food,Social Media,3,2024-04-06 20:45:56.922468,0.2919,0.0514,18–24,Middle,0,1
27,Female,17583.98,Urban,Text,Food,Website,5,2023-07-05 20:45:56.922468,0.0354,0.0357,25–34,Low,0,0
5,Female,37502.16,Rural,Native,Food,Social Media,2,2024-04-06 20:45:56.922468,0.1249,0.0434,18–24,Middle,0,0
33,Female,60222.77,Rural,Text,Food,Social Media,7,2024-04-13 20:45:56.922468,0.1182,0.0823,25–34,Upper-Middle,1,0
26,Male,58749.54,Suburban,Native,Fashion,Social Media,5,2023-08-02 20:45:56.922468,0.1592,0.0487,25–34,Middle,0,0
37,Male,48797.39,Rural,Native,Health,Website,2,2024-03-14 20:45:56.922468,0.2968,0.0841,35–44,Middle,0,1
40,Other,43555.67,Suburban,Native,Travel,Social Media,7,2023-09-15 20:45:56.922468,0.2017,0.0417,35–44,Middle,0,0
41,Female,80439.74,Suburban,Native,Food,Search Engine,7,2023-10-13 20:45:56.922468,0.1436,0.0208,35–44,Upper-Middle,0,0
52,Other,45912.24,Urban,Text,Finance,Social Media,9,2024-04-15 20:45:56.922468,0.1519,0.0332,45–54,Middle,0,0
41,Female,64588.82,Urban,Video,Food,Website,6,2024-01-26 20:45:56.922468,0.5103,0.0706,35–44,Upper-Middle,0,1
36,Male,60368.29,Suburban,Native,Technology,Social Media,4,2023-05-06 20:45:56.922468,0.0537,0.0562,35–44,Upper-Middle,1,0
57,Other,79526.86,Rural,Video,Finance,Social Media,10,2023-05-22 20:45:56.922468,0.2958,0.0581,55–64,Upper-Middle,0,1
34,Male,69545.0,Rural,Text,Technology,Website,2,2024-01-11 20:45:56.922468,0.147,0.0282,25–34,Upper-Middle,0,0
29,Male,27484.79,Suburban,Native,Finance,Search Engine,4,2023-10-20 20:45:56.922468,0.24,0.0764,25–34,Low,0,1
31,Male,52343.99,Suburban,Native,Technology,Website,8,2024-01-05 20:45:56.922468,0.1692,0.0844,25–34,Middle,1,0
27,Male,38152.83,Suburban,Video,Travel,Search Engine,3,2023-06-25 20:45:56.922468,0.0994,0.0653,25–34,Middle,1,0
19,Male,43288.58,Suburban,Native,Food,Search Engine,7,2023-10-17 20:45:56.922468,0.11,0.038,18–24,Middle,0,0
49,Other,28517.78,Rural,Video,Finance,Website,3,2023-11-04 20:45:56.922468,0.5056,0.0301,45–54,Low,0,0
33,Other,39506.58,Rural,Native,Finance,Social Media,7,2023-08-10 20:45:56.922468,0.469,0.0252,25–34,Middle,0,0
61,Female,5573.36,Suburban,Text,Technology,Website,4,2023-05-08 20:45:56.922468,0.0121,0.0317,55–64,Low,0,0
51,Male,47215.67,Urban,Banner,Technology,Search Engine,7,2024-01-11 20:45:56.922468,0.2403,0.0386,45–54,Middle,0,0
58,Male,41617.01,Rural,Banner,Health,Search Engine,7,2023-10-31 20:45:56.922468,0.2097,0.0453,55–64,Middle,0,0
19,Male,29820.16,Rural,Native,Health,Website,3,2024-04-18 20:45:56.922468,0.3516,0.0163,18–24,Low,0,0
60,Female,43192.27,Rural,Native,Technology,Search Engine,5,2023-10-13 20:45:56.922468,0.1779,0.0803,55–64,Middle,1,0
12,Female,60965.91,Urban,Banner,Food,Social Media,7,2023-09-25 20:45:56.922468,0.1997,0.0294,18–24,Upper-Middle,0,0
6,Other,26719.22,Urban,Native,Finance,Social Media,8,2023-05-06 20:45:56.922468,0.204,0.0758,18–24,Low,0,1
40,Male,42464.18,Rural,Text,Travel,Search Engine,5,2023-06-05 20:45:56.922468,0.124,0.0566,35–44,Middle,1,0
23,Male,60087.0,Urban,Native,Travel,Search Engine,5,2023-05-29 20:45:56.922468,0.2642,0.0511,18–24,Upper-Middle,0,1
36,Female,74704.14,Urban,Native,Technology,Social Media,8,2023-06-12 20:45:56.922468,0.424,0.0596,35–44,Upper-Middle,0,1
48,Male,49791.5,Rural,Text,Technology,Website,6,2023-08-12 20:45:56.922468,0.1835,0.0603,45–54,Middle,0,1
33,Female,47976.66,Urban,Banner,Technology,Search Engine,6,2023-08-29 20:45:56.922468,0.5799,0.0666,25–34,Middle,0,1
40,Male,20461.04,Suburban,Banner,Technology,Social Media,8,2024-02-22 20:45:56.922468,0.04,0.0504,35–44,Low,1,0
35,Other,71983.28,Suburban,Banner,Technology,Social Media,5,2024-01-13 20:45:56.922468,0.1682,0.0439,35–44,Upper-Middle,0,0
49,Female,69263.04,Rural,Native,Food,Website,3,2023-06-05 20:45:56.922468,0.2331,0.028,45–54,Upper-Middle,0,0
15,Female,47828.56,Rural,Banner,Finance,Social Media,6,2023-06-16 20:45:56.922468,0.1702,0.0475,18–24,Middle,0,0
32,Male,43420.81,Urban,Text,Technology,Search Engine,6,2023-12-09 20:45:56.922468,0.099,0.0566,25–34,Middle,1,0
43,Female,46428.09,Suburban,Text,Food,Search Engine,6,2023-04-25 20:45:56.922468,0.2096,0.079,35–44,Middle,0,1
52,Other,46555.97,Urban,Text,Health,Search Engine,8,2023-08-05 20:45:56.922468,0.1662,0.0596,45–54,Middle,1,0
36,Male,31786.42,Suburban,Text,Health,Social Media,2,2023-05-26 20:45:56.922468,0.2238,0.0573,35–44,Middle,0,1
34,Other,48484.7,Suburban,Text,Travel,Search Engine,6,2023-10-21 20:45:56.922468,0.2594,0.0588,25–34,Middle,0,1
36,Female,82026.12,Urban,Text,Food,Social Media,4,2023-09-13 20:45:56.922468,0.0545,0.0662,35–44,Upper-Middle,1,0
39,Female,107651.18,Rural,Text,Technology,Website,4,2024-02-27 20:45:56.922468,0.111,0.0649,35–44,High,1,0
27,Female,50566.04,Rural,Native,Technology,Website,8,2023-08-22 20:45:56.922468,0.0755,0.0298,25–34,Middle,0,0
20,Female,21159.47,Urban,Video,Travel,Social Media,2,2023-08-02 20:45:56.922468,0.2662,0.0765,18–24,Low,0,1
27,Other,28866.41,Rural,Banner,Travel,Social Media,5,2024-04-02 20:45:56.922468,0.357,0.0408,25–34,Low,0,0
40,Male,56369.9,Urban,Native,Travel,Search Engine,4,2024-01-12 20:45:56.922468,0.0606,0.0157,35–44,Middle,0,0
24,Male,35671.2,Urban,Video,Travel,Website,2,2023-04-22 20:45:56.922468,0.1423,0.0486,18–24,Middle,0,0
45,Female,37013.63,Rural,Native,Finance,Search Engine,2,2023-08-08 20:45:56.922468,0.5104,0.0397,45–54,Middle,0,0
53,Female,31698.36,Rural,Banner,Finance,Search Engine,1,2023-05-13 20:45:56.922468,0.1664,0.0688,45–54,Middle,1,0
26,Male,52001.71,Suburban,Native,Technology,Website,8,2023-04-29 20:45:56.922468,0.1788,0.051,25–34,Middle,1,0
33,Male,62417.1,Rural,Native,Finance,Website,4,2023-12-10 20:45:56.922468,0.1238,0.0966,25–34,Upper-Middle,1,0
28,Male,46443.85,Rural,Banner,Food,Website,6,2024-01-05 20:45:56.922468,0.1485,0.0495,25–34,Middle,0,0
33,Female,73540.82,Urban,Banner,Fashion,Social Media,4,2023-06-12 20:45:56.922468,0.1616,0.012,25–34,Upper-Middle,0,0
33,Female,22134.3,Urban,Banner,Technology,Website,4,2023-12-04 20:45:56.922468,0.1143,0.04,25–34,Low,0,0
43,Female,78425.45,Suburban,Native,Finance,Social Media,4,2023-12-17 20:45:56.922468,0.1637,0.0923,35–44,Upper-Middle,1,0
44,Female,60742.18,Suburban,Banner,Travel,Website,7,2023-12-22 20:45:56.922468,0.2951,0.0431,35–44,Upper-Middle,0,0
36,Female,59093.45,Suburban,Banner,Food,Search Engine,5,2023-06-04 20:45:56.922468,0.3065,0.0653,35–44,Middle,0,1
16,Female,58099.09,Urban,Video,Fashion,Website,2,2023-10-24 20:45:56.922468,0.0671,0.0362,18–24,Middle,0,0
39,Male,57962.34,Urban,Banner,Fashion,Social Media,2,2024-04-14 20:45:56.922468,0.1486,0.0688,35–44,Middle,1,0
29,Male,50977.73,Urban,Text,Fashion,Website,7,2023-10-20 20:45:56.922468,0.4309,0.0521,25–34,Middle,0,1
21,Female,67241.58,Urban,Native,Travel,Social Media,7,2023-07-23 20:45:56.922468,0.4831,0.029,18–24,Upper-Middle,0,0
40,Female,26089.15,Urban,Text,Food,Website,5,2023-10-22 20:45:56.922468,0.2092,0.0552,35–44,Low,0,1
34,Other,75080.83,Rural,Video,Travel,Social Media,3,2024-02-13 20:45:56.922468,0.3709,0.0313,25–34,Upper-Middle,0,0
55,Female,9227.59,Rural,Text,Health,Search Engine,3,2023-12-06 20:45:56.922468,0.1165,0.0723,55–64,Low,1,0
38,Male,49482.19,Urban,Text,Travel,Website,7,2023-10-01 20:45:56.922468,0.2241,0.0717,35–44,Middle,0,1
27,Other,22107.17,Urban,Banner,Health,Search Engine,2,2024-03-19 20:45:56.922468,0.158,0.0548,25–34,Low,1,0
56,Male,84985.7,Rural,Video,Fashion,Website,10,2023-07-26 20:45:56.922468,0.0489,0.0681,55–64,Upper-Middle,1,0
50,Female,43545.07,Suburban,Native,Food,Website,4,2023-10-23 20:45:56.922468,0.3518,0.0654,45–54,Middle,0,1
27,Male,48169.62,Urban,Native,Food,Social Media,4,2023-06-12 20:45:56.922468,0.1569,0.0123,25–34,Middle,0,0
32,Male,20468.73,Urban,Banner,Finance,Website,3,2023-06-23 20:45:56.922468,0.1507,0.0566,25–34,Low,1,0
38,Female,48570.6,Urban,Text,Finance,Search Engine,9,2023-10-14 20:45:56.922468,0.2112,0.0521,35–44,Middle,0,1
39,Male,40287.24,Suburban,Banner,Food,Website,3,2024-03-29 20:45:56.922468,0.3214,0.0467,35–44,Middle,0,0
54,Female,43678.8,Suburban,Video,Food,Website,5,2023-05-07 20:45:56.922468,0.3919,0.0724,45–54,Middle,0,1
40,Male,27961.44,Suburban,Text,Health,Website,5,2023-10-12 20:45:56.922468,0.0601,0.0333,35–44,Low,0,0
60,Female,20358.98,Urban,Banner,Health,Social Media,4,2024-04-13 20:45:56.922468,0.084,0.0508,55–64,Low,1,0
28,Female,59034.8,Suburban,Native,Finance,Search Engine,6,2023-12-01 20:45:56.922468,0.1237,0.0278,25–34,Middle,0,0
36,Male,23042.63,Urban,Video,Health,Social Media,5,2023-10-01 20:45:56.922468,0.3585,0.0398,35–44,Low,0,0
48,Female,18056.56,Suburban,Native,Finance,Social Media,3,2023-12-24 20:45:56.922468,0.0971,0.0317,45–54,Low,0,0
25,Female,58429.73,Rural,Text,Food,Social Media,12,2024-03-09 20:45:56.922468,0.6068,0.1065,25–34,Middle,0,1
43,Female,24364.83,Rural,Video,Travel,Website,1,2023-12-29 20:45:56.922468,0.3047,0.0618,35–44,Low,0,1
61,Male,42139.59,Suburban,Video,Food,Search Engine,4,2024-04-03 20:45:56.922468,0.1629,0.0666,55–64,Middle,1,0
45,Other,46837.1,Suburban,Video,Finance,Website,2,2023-11-21 20:45:56.922468,0.0457,0.0196,45–54,Middle,0,0
32,Female,62629.42,Urban,Text,Health,Search Engine,3,2023-11-15 20:45:56.922468,0.4025,0.0421,25–34,Upper-Middle,0,0
28,Female,24096.75,Urban,Video,Food,Social Media,3,2023-12-25 20:45:56.922468,0.1277,0.0306,25–34,Low,0,0
13,Other,46519.19,Suburban,Native,Finance,Website,5,2023-12-29 20:45:56.922468,0.1955,0.0772,18–24,Middle,0,1
34,Male,29782.16,Suburban,Text,Food,Search Engine,7,2024-03-13 20:45:56.922468,0.5105,0.046,25–34,Low,0,0
68,Female,75618.56,Rural,Text,Technology,Website,2,2023-06-24 20:45:56.922468,0.2279,0.0754,65+,Upper-Middle,0,1
37,Male,63666.13,Rural,Video,Technology,Social Media,4,2024-04-11 20:45:56.922468,0.1562,0.0542,35–44,Upper-Middle,1,0
46,Female,63232.76,Suburban,Video,Fashion,Social Media,5,2023-12-05 20:45:56.922468,0.1072,0.0185,45–54,Upper-Middle,0,0
52,Male,84307.57,Suburban,Banner,Fashion,Search Engine,3,2023-05-25 20:45:56.922468,0.095,0.0403,45–54,Upper-Middle,0,0
39,Male,37693.37,Suburban,Video,Health,Social Media,5,2023-07-21 20:45:56.922468,0.1793,0.0739,35–44,Middle,1,0
28,Male,81685.79,Rural,Text,Health,Social Media,7,2023-10-15 20:45:56.922468,0.4606,0.0694,25–34,Upper-Middle,0,1
41,Female,65088.03,Rural,Native,Fashion,Social Media,5,2023-12-13 20:45:56.922468,0.2576,0.0497,35–44,Upper-Middle,0,0
53,Female,82606.59,Suburban,Text,Fashion,Social Media,2,2023-08-21 20:45:56.922468,0.1664,0.0602,45–54,Upper-Middle,1,0
30,Other,52603.83,Suburban,Video,Finance,Website,4,2023-10-06 20:45:56.922468,0.0589,0.0571,25–34,Middle,1,0
45,Female,-4434.87,Urban,Video,Food,Search Engine,5,2023-06-14 20:45:56.922468,0.0723,0.0397,45–54,,0,0
42,Female,56797.19,Urban,Banner,Finance,Website,7,2023-07-28 20:45:56.922468,0.0936,0.0199,35–44,Middle,0,0
32,Female,33672.43,Rural,Video,Technology,Social Media,4,2023-11-02 20:45:56.922468,0.1373,0.0592,25–34,Middle,1,0
19,Female,52931.47,Urban,Native,Travel,Search Engine,6,2024-01-31 20:45:56.922468,0.4409,0.0316,18–24,Middle,0,0
50,Male,24188.57,Suburban,Video,Health,Website,5,2023-05-28 20:45:56.922468,0.2692,0.043,45–54,Low,0,0
48,Female,41796.12,Rural,Native,Technology,Search Engine,7,2024-01-07 20:45:56.922468,0.1956,0.0359,45–54,Middle,0,0
37,Male,83308.9,Rural,Text,Food,Website,3,2023-07-11 20:45:56.922468,0.594,0.056,35–44,Upper-Middle,0,1
29,Female,45760.52,Suburban,Text,Technology,Social Media,6,2024-01-03 20:45:56.922468,0.0613,0.0527,25–34,Middle,1,0
12,Male,34479.16,Urban,Banner,Finance,Website,6,2023-04-29 20:45:56.922468,0.0328,0.0611,18–24,Middle,1,0
53,Male,41545.46,Suburban,Video,Fashion,Search Engine,2,2023-07-24 20:45:56.922468,0.1895,0.0473,45–54,Middle,0,0
11,Female,63126.61,Urban,Text,Travel,Social Media,10,2023-08-19 20:45:56.922468,0.4758,0.0719,18–24,Upper-Middle,0,1
21,Male,55319.1,Suburban,Banner,Fashion,Social Media,4,2023-05-14 20:45:56.922468,0.2322,0.0354,18–24,Middle,0,0
60,Male,49924.93,Suburban,Video,Health,Social Media,5,2024-02-19 20:45:56.922468,0.2797,0.0279,55–64,Middle,0,0
26,Male,29736.79,Suburban,Video,Food,Website,7,2023-12-29 20:45:56.922468,0.2446,0.0872,25–34,Low,0,1
34,Female,45301.32,Suburban,Native,Health,Search Engine,9,2024-04-07 20:45:56.922468,0.2065,0.0411,25–34,Middle,0,0
17,Other,68522.94,Rural,Text,Food,Search Engine,5,2023-06-27 20:45:56.922468,0.5493,0.0254,18–24,Upper-Middle,0,0
25,Male,56637.65,Suburban,Video,Travel,Search Engine,8,2023-05-05 20:45:56.922468,0.3353,0.0289,25–34,Middle,0,0
46,Male,56507.47,Suburban,Banner,Food,Website,4,2024-03-19 20:45:56.922468,0.0702,0.0545,45–54,Middle,1,0
38,Male,-2744.29,Suburban,Text,Finance,Search Engine,8,2024-02-07 20:45:56.922468,0.1731,0.0432,35–44,,0,0
68,Other,55349.18,Urban,Video,Finance,Website,4,2023-07-03 20:45:56.922468,0.032,0.0764,65+,Middle,1,0
23,Female,46119.01,Rural,Native,Food,Search Engine,6,2024-04-12 20:45:56.922468,0.1141,0.0471,18–24,Middle,0,0
35,Male,77143.62,Urban,Banner,Fashion,Website,3,2024-03-19 20:45:56.922468,0.1148,0.0514,35–44,Upper-Middle,1,0
33,Other,16168.35,Rural,Native,Food,Search Engine,4,2023-05-13 20:45:56.922468,0.0616,0.0546,25–34,Low,1,0
21,Male,61545.1,Urban,Native,Travel,Search Engine,2,2023-11-03 20:45:56.922468,0.1431,0.0879,18–24,Upper-Middle,1,0
39,Male,67995.01,Urban,Native,Travel,Website,6,2023-06-01 20:45:56.922468,0.2801,0.0345,35–44,Upper-Middle,0,0
32,Other,23193.46,Urban,Banner,Technology,Website,6,2023-09-22 20:45:56.922468,0.1296,0.0239,25–34,Low,0,0
16,Male,64692.47,Rural,Banner,Finance,Search Engine,2,2024-01-29 20:45:56.922468,0.4311,0.0371,18–24,Upper-Middle,0,0
48,Female,80124.8,Rural,Video,Travel,Social Media,13,2023-09-18 20:45:56.922468,0.1578,0.0298,45–54,Upper-Middle,0,0
25,Female,46641.31,Urban,Native,Travel,Website,6,2024-02-28 20:45:56.922468,0.0884,0.0703,25–34,Middle,1,0
31,Female,74282.41,Urban,Native,Technology,Website,8,2023-09-06 20:45:56.922468,0.4844,0.0636,25–34,Upper-Middle,0,1
22,Male,17022.69,Urban,Video,Food,Website,4,2023-05-18 20:45:56.922468,0.0993,0.0806,18–24,Low,1,0
18,Male,63830.39,Suburban,Native,Travel,Social Media,6,2023-09-25 20:45:56.922468,0.0264,0.0515,18–24,Upper-Middle,1,0
19,Male,44855.98,Rural,Text,Finance,Social Media,5,2023-09-14 20:45:56.922468,0.0436,0.0629,18–24,Middle,1,0
41,Female,46018.11,Suburban,Video,Food,Social Media,7,2023-06-13 20:45:56.922468,0.1391,0.0759,35–44,Middle,1,0
23,Female,54997.67,Urban,Native,Finance,Search Engine,3,2024-01-25 20:45:56.922468,0.1214,0.0352,18–24,Middle,0,0
40,Female,74901.55,Rural,Text,Fashion,Social Media,5,2023-06-02 20:45:56.922468,0.2947,0.0632,35–44,Upper-Middle,0,1
38,Female,56969.73,Rural,Video,Technology,Search Engine,3,2023-11-11 20:45:56.922468,0.2494,0.0498,35–44,Middle,0,0
47,Male,44820.93,Rural,Text,Finance,Website,7,2024-03-22 20:45:56.922468,0.1579,0.0492,45–54,Middle,0,0
15,Male,64232.04,Urban,Banner,Fashion,Social Media,4,2023-07-13 20:45:56.922468,0.2506,0.0489,18–24,Upper-Middle,0,0
39,Female,49562.16,Urban,Banner,Finance,Social Media,6,2023-11-06 20:45:56.922468,0.2993,0.0737,35–44,Middle,0,1
22,Female,61404.0,Urban,Text,Finance,Search Engine,1,2023-09-19 20:45:56.922468,0.1887,0.0497,18–24,Upper-Middle,0,0
46,Female,31084.47,Suburban,Banner,Health,Social Media,1,2023-05-11 20:45:56.922468,0.3994,0.0452,45–54,Middle,0,0
44,Female,63406.18,Suburban,Banner,Health,Website,8,2024-03-20 20:45:56.922468,0.198,0.0283,35–44,Upper-Middle,0,0
44,Female,46466.51,Rural,Native,Travel,Search Engine,8,2024-02-27 20:45:56.922468,0.2094,0.0383,35–44,Middle,0,0
37,Other,76268.15,Rural,Banner,Finance,Search Engine,5,2023-06-20 20:45:56.922468,0.2666,0.0478,35–44,Upper-Middle,0,0
0,Male,46578.11,Suburban,Video,Finance,Website,8,2024-03-21 20:45:56.922468,0.1803,0.0676,,Middle,1,0
14,Other,44158.8,Rural,Video,Food,Website,11,2023-11-16 20:45:56.922468,0.1686,0.0512,18–24,Middle,1,0
46,Male,69777.75,Suburban,Banner,Travel,Social Media,7,2023-08-05 20:45:56.922468,0.1084,0.0451,45–54,Upper-Middle,0,0
25,Other,62628.86,Rural,Native,Technology,Website,3,2024-03-07 20:45:56.922468,0.042,0.0167,25–34,Upper-Middle,0,0
50,Male,36771.51,Suburban,Banner,Finance,Website,3,2024-03-11 20:45:56.922468,0.1183,0.0567,45–54,Middle,1,0
16,Female,68588.33,Urban,Native,Travel,Search Engine,3,2024-03-18 20:45:56.922468,0.1495,0.0267,18–24,Upper-Middle,0,0
47,Male,55017.57,Suburban,Video,Technology,Search Engine,4,2023-08-27 20:45:56.922468,0.3379,0.0717,45–54,Middle,0,1
41,Female,60828.44,Urban,Text,Food,Website,4,2023-04-25 20:45:56.922468,0.425,0.0794,35–44,Upper-Middle,0,1
43,Female,55909.2,Urban,Banner,Health,Search Engine,9,2023-12-03 20:45:56.922468,0.1748,0.0433,35–44,Middle,0,0
37,Male,67611.82,Urban,Video,Health,Search Engine,9,2023-12-20 20:45:56.922468,0.2708,0.0759,35–44,Upper-Middle,0,1
20,Male,48536.15,Suburban,Banner,Food,Search Engine,4,2023-11-18 20:45:56.922468,0.1998,0.0342,18–24,Middle,0,0
29,Male,84553.53,Rural,Text,Travel,Search Engine,7,2023-07-06 20:45:56.922468,0.337,0.0315,25–34,Upper-Middle,0,0
43,Female,56290.96,Urban,Video,Technology,Social Media,4,2023-09-27 20:45:56.922468,0.1785,0.0552,35–44,Middle,1,0
21,Other,73212.23,Urban,Banner,Fashion,Social Media,5,2023-05-22 20:45:56.922468,0.1106,0.0826,18–24,Upper-Middle,1,0
53,Male,71998.22,Suburban,Native,Finance,Social Media,3,2023-11-09 20:45:56.922468,0.0426,0.0319,45–54,Upper-Middle,0,0
51,Male,19913.26,Rural,Banner,Food,Website,5,2023-09-16 20:45:56.922468,0.2241,0.0683,45–54,Low,0,1
55,Male,18267.77,Rural,Banner,Technology,Search Engine,4,2023-12-27 20:45:56.922468,0.1257,0.0376,55–64,Low,0,0
46,Male,50741.82,Suburban,Video,Finance,Search Engine,5,2024-02-06 20:45:56.922468,0.2405,0.0742,45–54,Middle,0,1
14,Male,76429.67,Rural,Video,Food,Social Media,1,2024-02-28 20:45:56.922468,0.0562,0.052,18–24,Upper-Middle,1,0
38,Male,51492.28,Urban,Native,Fashion,Search Engine,6,2023-10-02 20:45:56.922468,0.1672,0.0378,35–44,Middle,0,0
46,Male,69812.68,Rural,Native,Finance,Search Engine,6,2023-10-25 20:45:56.922468,0.2287,0.0336,45–54,Upper-Middle,0,0
26,Female,52998.48,Suburban,Banner,Health,Social Media,0,2023-06-12 20:45:56.922468,0.3207,0.0099,25–34,Middle,0,0
21,Female,68483.65,Suburban,Native,Technology,Website,5,2023-11-07 20:45:56.922468,0.1751,0.0525,18–24,Upper-Middle,1,0
14,Female,21884.37,Urban,Video,Technology,Website,2,2023-04-22 20:45:56.922468,0.2526,0.0193,18–24,Low,0,0
19,Other,24611.83,Suburban,Banner,Technology,Social Media,9,2024-01-15 20:45:56.922468,0.2453,0.0308,18–24,Low,0,0
39,Male,25368.03,Urban,Text,Fashion,Website,4,2024-02-24 20:45:56.922468,0.2939,0.0419,35–44,Low,0,0
36,Male,28415.88,Suburban,Video,Food,Social Media,9,2024-02-03 20:45:56.922468,0.1,0.0318,35–44,Low,0,0
57,Female,68477.86,Rural,Video,Travel,Social Media,1,2024-01-17 20:45:56.922468,0.0876,0.0601,55–64,Upper-Middle,1,0
35,Male,57322.92,Suburban,Native,Travel,Search Engine,2,2024-04-15 20:45:56.922468,0.123,0.049,35–44,Middle,0,0
32,Male,16881.9,Urban,Native,Food,Website,3,2024-04-17 20:45:56.922468,0.299,0.0453,25–34,Low,0,0
43,Male,57105.2,Suburban,Text,Fashion,Website,7,2023-11-25 20:45:56.922468,0.0673,0.0335,35–44,Middle,0,0
21,Female,53181.71,Suburban,Text,Health,Search Engine,7,2023-08-14 20:45:56.922468,0.1152,0.0681,18–24,Middle,1,0
51,Male,8327.44,Suburban,Video,Fashion,Website,4,2023-05-08 20:45:56.922468,0.1426,0.0408,45–54,Low,0,0
48,Female,42497.63,Suburban,Native,Finance,Social Media,11,2023-11-07 20:45:56.922468,0.3252,0.0281,45–54,Middle,0,0
19,Female,67335.84,Urban,Banner,Food,Website,1,2023-06-17 20:45:56.922468,0.2656,0.0264,18–24,Upper-Middle,0,0
38,Male,54205.54,Rural,Banner,Technology,Social Media,2,2023-09-20 20:45:56.922468,0.2281,0.0642,35–44,Middle,0,1
31,Male,79513.16,Urban,Native,Travel,Search Engine,2,2023-08-26 20:45:56.922468,0.1714,0.0584,25–34,Upper-Middle,1,0
38,Female,39631.8,Urban,Banner,Finance,Social Media,5,2023-05-23 20:45:56.922468,0.2619,0.0663,35–44,Middle,0,1
51,Male,49267.41,Urban,Banner,Health,Search Engine,11,2023-07-15 20:45:56.922468,0.2306,0.0364,45–54,Middle,0,0
23,Female,67664.25,Suburban,Banner,Food,Website,5,2023-12-26 20:45:56.922468,0.1223,0.0606,18–24,Upper-Middle,1,0
19,Other,28907.61,Urban,Banner,Fashion,Website,5,2023-08-17 20:45:56.922468,0.0683,0.0276,18–24,Low,0,0
49,Male,46376.23,Rural,Native,Travel,Website,6,2024-03-08 20:45:56.922468,0.1785,0.05,45–54,Middle,0,0
-5,Female,47578.35,Rural,Video,Finance,Search Engine,8,2023-10-29 20:45:56.922468,0.2461,0.0805,,Middle,0,1
